,text,label
5688,what are the chances they'll have a booth selling new ipad 2s? #sxsw,Positive emotion
5689,what did you think of google presentation? nice to see more retail peeps at #sxsw,Positive emotion
5690,what is the most optimal way to access my lanyrd account on my iphone while at #sxsw?,No emotion toward brand or product
5691,what size did you get? did you got the apple pop store they opened up at #sxsw,No emotion toward brand or product
5692,"what, the guy kawasaki? former apple evangelist? wanw! #sxsw",No emotion toward brand or product
5693,"what's going on at #sxsw today? share photos, video with ireport:  or through cnn iphone app!",Positive emotion
5694,"deciding when to release a product is an art, not a science -  at  #sxsw",No emotion toward brand or product
5695,where's the apple #sxsw set-up? can anyone get in?,No emotion toward brand or product
5696,which is to say ipad is going to be ubiquitous a lot faster than anyone expected a year or even 6 mo. ago. #newsapps #sxsw,No emotion toward brand or product
5697,debating which laptop to take to #sxsw when i'd rather be taking an ipad 2. #firstworldproblems,Positive emotion
5698,we see a white ipad 2! rt  now you know what  apartment at #sxsw looks like... needs more wires,Positive emotion
5699,curious. why was google surprised by the usage of the delete button in the gmail mobile app? #sxswdad #sxsw,No emotion toward brand or product
5700,"why? google #sxsw austin, texas 2011! that's why!",No emotion toward brand or product
5701,will we get the #android update byfor #sxsw? at least an alpha? need testers?,No emotion toward brand or product
5702,time to switch to  on my iphone so i can zip all the #sxsw chatter.,No emotion toward brand or product
5703,"current twitter feed: devastation in japan, partiespanels at #sxsw, ipad 2 and  artifacts and recollections from five years ago.",No emotion toward brand or product
5704,anyone down at #sxsw wanna bring me back a windows foam 7?  #microsoft,No emotion toward brand or product
5705,"google arwords, arsense anyone? #arsxsw #sxsw #darknet",No emotion toward brand or product
5706,#yourmom would prob have more to say about designing ipad apps than u do. #sxsw,No emotion toward brand or product
5707,wow! you just came up in my google results for perma!! #ws #sxsw,No emotion toward brand or product
5708,#ipad #news #apps not popular with the #kids.  #thedaily is a terrible concept anyway #sxsw,Negative emotion
5709,video shows a guy hacking times sq billboards w his iphone. real or not?  #sxsw,No emotion toward brand or product
5710,#socialnews rt  facebook can breathe a sigh of relief- google kills plans 4 'google circles'  #sxsw,No emotion toward brand or product
5711,apple knows where the influencers will be: apple set to open popup shop in core of sxsw action to sell ipad2 at #sxsw!,No emotion toward brand or product
5712,"client news!  releases ""dope melodies & heavy bass"" & invades #sxsw -",No emotion toward brand or product
5713,which browser do u prefer? internet explorer 9 or google chrome sway in:   via  #ie9 #sxsw,No emotion toward brand or product
5714,"thx to  and  for this portable charger, we are now ready for #sxsw #swag #android",No emotion toward brand or product
5715,leaving excellent panel from  on writing compelling content. on to the android dev. meetup! #sxsw,No emotion toward brand or product
5716,"getting excited to present spark at team android choice awards #sxsw doors open in 20 min  lustre pearl. if you're here, come cheer us on!",No emotion toward brand or product
5717,hmmm...taxi magic on iphone does not appear to be so magic any more in austin #sxsw,Negative emotion
5718,great 3d xml visualization of skiers using google location data. #sxsw,Positive emotion
5719,festivalexplorer iphone app finally solves sxsw  #music #musica #musiek #musique #musik #app #sxsw # # #,Positive emotion
5720,"preso l'express pass per the city dark e road to nowhere, visto il primo ipad 2 ""in the wild"" e ora panel con il cast di source code #sxsw",No emotion toward brand or product
5721,"#apple #sxsw ""pop-up"" store is smart marketing.",Positive emotion
5722,at the #sxsw #android meet up in the hilton,No emotion toward brand or product
5723,at the #sxsw #apple store in #atx,No emotion toward brand or product
5724,"before #sxsw even starts, apple has captured the attention of the whole show. they win again.  must have been taking lessons from sheen. #fb",Positive emotion
5725,new at #sxsw film this year: folks sitting in line reading scripts on their #ipad,No emotion toward brand or product
5726,at the #sxsw google bloggersketchup party with  ... it's unexpectedly quiet compared to last night...,No emotion toward brand or product
5727,"austin #sxsw ipad 2 line now 1.75 blocks long (not in line, just enjoying the spectacle)",No emotion toward brand or product
5728,#cloud #sxsw keep personal stuff on corp ipad - that way people will take care of the asset,No emotion toward brand or product
5729,"follow #sxsw on my taptu:""apple ipad 2 lines from sxsw 2011 hd video"" -  - shared from my taptu",No emotion toward brand or product
5730,not at #sxsw or in line for an #ipad i feel like i am a disgrace to geeks everywhere. at home working in  instead. #startup,No emotion toward brand or product
5731,"ipad 2 #sxsw pop-up store ( apple store, sxsw w  pic:",No emotion toward brand or product
5732,#japan #sxsw put you collective entrepreneurial and social minds and ipad 2s together and do something for japan,No emotion toward brand or product
5733,pdx to #sxsw tomorrow. drop me a note if you'll be there too. #tmsxsw -- apple pop-up retail store should be the epicenter of the madness.,Positive emotion
5734,i love #sxsw. i opened the  app on my ipad at  party to settle an argument about parentheses use.  #wordnerd,Positive emotion
5735,"so far, my  iphone and mifi have been rock solid here at #sxsw (cc",Positive emotion
5736,apparently #apple has cornered the live demo market. it's not as easy as it looks. #marissagoogle #sxsw,No emotion toward brand or product
5737,our lovely #sxsw iphone app is up! get it now!!! thanks to  for the awesome integration! :d,Positive emotion
5738,"started my #sxsw planning last night with the official ipad app...it's a solid resource, but still comes up short for scheduling.",Positive emotion
5739,#tapworthy #winning #tigerblood the tenets of ipad design? #sxsw,Positive emotion
5740,"#sxsw: day 1. as expected, everyone is glued to their iphoneipad, myself included.",Positive emotion
5741,this is my 5th year downloading the #sxsw music torrent  all free and legal! great music.,No emotion toward brand or product
5742,best newly added iphone app goes to  awesome!! #sxsw 2011 here i come for one day and one amazing day it will be!!,Positive emotion
5743,its #piday at the #google #sxsw booth!,No emotion toward brand or product
5744,leaving my bag at home today; traveling light with just my ipad in hand. i really don't need to lug around all that impedimenta. #sxsw,Positive emotion
5745,absolutely beautiful day in austin for #sxsw. off to the mall with the guys to track down ipad 2.,Positive emotion
5746,by the way being at #sxsw means i now have to get an ipad or 2,Positive emotion
5747,at a party being thrown by google and the aclu...don't tell my dad. #sxsw ( maggie mae's w 78 others),No emotion toward brand or product
5748,"in case my fairy god mother  reading mail; my g wish this week is 2 go 2 #sxsw  for the #android  dev  meetup.  hilton, sat. 12:30pm",No emotion toward brand or product
5749,the motley fool: google prepares for its fight with facebook  circles may not have appeared at #sxsw but on its way,No emotion toward brand or product
5750,this is my friend  new #iphone #photosharing app he's developed. ck it out and show your support!  #sxsw,Positive emotion
5751,apparently google to launch a major new social network  #sxsw #circles,No emotion toward brand or product
5752,"i actually have no idea what #sxsw is. i could google it, but i'm fine not knowing.",No emotion toward brand or product
5753,is anybody having trouble downloading the #sxsw pak in the  app for iphone.,No emotion toward brand or product
5754,it's crazy how much culture is documented in google doodles. #sxsw,Positive emotion
5755,ipad's day in the geekest place in the world right now..yes u have a queue: apple just opens a hidden store  #sxsw,Positive emotion
5756,bing party in the same location as last year's google party #irony #sxsw ( six lounge w,No emotion toward brand or product
5757,looks very interesting.  good luck at #sxsw localmind available on the iphone,Positive emotion
